C17115314;SC1;1
C17115770;SC1;1
C17008070;SC1;1
C16803628;SC1;1
C16828548;SC1;1
C17129456;SC1;1
C17116392;SC1;1
C17113404;SC1;1
C16802170;SC1;1
C16825022;SC1;1
C17114822;SC1;1
C16801234;SC1;1
C17115214;SC1;1
C17136700;SC1;1
C17123110;SC1;1
C16802542;SC1;1
C17026320;SC1;1
C17019340;SC1;1
C17115190;SC1;1
C16836202;SC1;1
C17116196;SC1;1
C17130514;SC1;1
C16845502;SC2;1
C17135060;SC2;1
C17138984;0;1
C16708422;SC2;1
C16848736;SC2;1
C16823418;SC3;1
C17017394;SC2;1
C17136130;SC1;1
C17132926;SC2;1
C16806084;SC6;1
C17138334;SC1;1
C17134042;SC1;1
C17130886;SC2;1
C16804518;SC2;1
C16803782;SC6;1
C16811026;SC2;1
C16809448;SC6;1
C17136318;SC2;1
C17137650;SC1;1
C17068852;SC2;1
C16802034;SC4;1
C17131634;SC1;1
C17125410;SC1;1
C16849130;SC6;1
C17117388;SC1;1
C16809734;SC1;1
C17026822;SC2;1
C17136248;SC2;1
C16803138;SC2;1
C16849246;SC1;1
C17000396;SC2;1
C16814406;SC2;1
C16802882;SC6;1
C17137066;SC3;1
C16812900;SC2;1
C16832630;SC2;1
C16760522;SC2;1
C16800994;SC2;1
C17136870;SC2;1
C16826958;SC2;1
C16816242;SC5;1
C16804116;SC2;1
C17023778;SC2;1
C16838302;SC2;1
C17079442;SC1;1
C16735982;SC1;1
C16736364;SC2;1
C16711472;SC2;1
C17003888;SC2;1
C16742328;SC2;1
C17026164;SC2;1
C16802304;SC1;1
C17117156;SC2;1
C16825630;SC2;1
C17100972;SC3;1
C16729340;SC2;1
C17139782;0;1
C17026432;SC2;1
C16803304;SC3;1
C17025014;SC1;1
C17001172;SC2;1
C17133040;SC3;1
C16728360;SC2;1
C16737032;SC2;1
C17138962;SC2;1
C16802168;SC2;1
C16737264;SC2;1
C16800228;SC2;1
C17134978;SC2;1
C17122712;SC2;1
C16815862;SC2;1
C17108770;SC2;1
C17137118;SC2;1
C17005572;SC2;1
C16737458;SC2;1
C17139206;SC6;1
C16844756;SC2;1
C17023020;SC2;1
C17120500;SC2;1
C17134352;SC2;1
C17114640;SC2;1
C16836798;SC2;1
C17107846;SC2;1
C17025756;SC2;1
C16805506;SC2;1
C17139276;0;1
C16837908;SC2;1
C16809670;SC1;1
C16828770;SC2;1
C16708764;SC2;1
C16740868;SC2;1
C16803234;SC4;1
C16807022;SC2;1
C16815322;SC2;1
C16713716;SC2;1
C17137278;SC2;1
C17010854;SC2;1
C17022702;SC2;1
C16839188;SC2;1
C16707182;SC2;1
C16819976;SC2;1
C17069716;SC2;1
C16808254;SC2;1
C16816418;SC3;1
C16741444;SC2;1
C17118626;SC3;1
C17137700;SC3;1
C16732140;SC2;1
C17131074;SC1;1
C16838194;SC2;1
C17135312;SC6;1
C17025832;SC2;1
C17039682;SC2;1
C16742176;SC2;1
C16805260;SC2;1
C16815506;SC2;1
C17138378;SC6;1
C17026364;SC6;1
C17031804;SC1;1
C16801942;SC2;1
C16706882;SC2;1
C17117406;SC3;1
C16760548;SC2;1
C17122092;SC2;1
C17127266;SC4;1
C17127140;SC1;1
C16812246;SC2;1
C16724106;SC2;1
C17124124;SC6;1
C16761076;SC2;1
C17138326;SC1;1
C17132216;SC3;1
C16800052;SC2;1
C16800374;SC2;1
C16849792;SC2;1
C16803752;SC2;1
C17130608;SC2;1
C17123646;SC2;1
C16808950;SC2;1
C16838616;SC2;1
C17138688;0;1
C16836842;SC6;1
C16810908;SC2;1
C17045432;SC2;1
C16805076;SC2;1
C17022030;SC2;1
C16746166;SC2;1
C17123908;SC2;1
C16824100;SC2;1
C16740840;SC2;1
C17118418;SC2;1
C16805278;SC2;1
C16803238;SC2;1
C17137868;SC3;1
C16832242;SC2;1
C17121946;SC2;1
C17137760;SC3;1
C17008100;SC1;1
C17013124;SC2;1
C17030576;SC2;1
C17138118;SC6;1
C16839836;SC6;1
C17100640;SC2;1
C17067620;SC2;1
C17139778;0;1
C17137280;SC1;1
C17138814;SC1;1
C17026436;SC2;1
C16802302;SC2;1
C17138066;SC6;1
C16744140;SC2;1
C17013652;SC2;1
C17007752;SC3;1
C16824370;SC2;1
C17026530;SC2;1
C17127666;SC4;1
C16826288;SC2;1
C17022128;SC2;1
C17125274;SC2;1
C17008404;SC2;1
C17120288;SC3;1
C17130036;SC2;1
C16828962;SC2;1
C17134418;SC2;1
C16826448;SC2;1
C16800500;SC2;1
C17013444;SC2;1
C17005894;SC2;1
C17129216;SC2;1
C16804438;SC2;1
C16739046;SC2;1
C17138970;SC6;1
C16805224;SC2;1
C17134210;SC1;1
C17132754;SC2;1
C16846416;SC2;1
C17105846;SC2;1
C16803380;SC2;1
C17117726;SC2;1
C17101624;SC2;1
C17113038;SC2;1
C16839374;SC6;1
C16801532;SC2;1
C17090766;SC1;1
C17014360;SC1;1
C17031490;SC2;1
C16733340;SC2;1
C16801392;SC2;1
C17115232;SC1;1
C16813178;SC2;1
C16833832;SC2;1
C17091136;SC2;1
C16824836;SC1;1
C16800852;SC2;1
C16824998;SC2;1
C16825070;SC2;1
C16735078;SC1;1
C17127440;SC2;1
C17138330;SC1;1
C16821472;SC2;1
C17107340;SC2;1
C17137242;SC6;1
C17139780;0;1
C16836036;SC2;1
C17122758;SC1;1
C17000344;SC2;1
C17005988;SC6;1
C17122680;SC6;1
C17043116;SC6;1
C17139064;0;1
C17137466;SC6;1
C16847624;SC2;1
C17027374;SC2;1
C17025350;SC2;1
C17139468;0;1
C16811800;SC6;1
C16818906;SC3;1
C16737990;SC2;1
C17106896;SC2;1
C16842300;SC2;1
C17127466;SC1;1
C17139240;SC3;1
C17105806;SC3;1
C17108478;SC2;1
C17130264;SC2;1
C17130926;SC2;1
C17007870;SC2;1
C16817188;SC2;1
C17128036;SC4;1
C16811222;SC2;1
C16826346;SC2;1
C17137740;SC3;1
C16809690;SC2;1
C16808882;SC3;1
C16802840;SC2;1
C16801122;SC2;1
C17132018;SC6;1
C17136662;SC6;1
C16820910;SC2;1
C17025954;SC2;1
C17079514;SC2;1
C16802108;SC2;1
C17117312;SC2;1
C17028714;SC2;1
C16829490;SC2;1
C16828540;SC6;1
C16803220;SC2;1
C17114932;SC1;1
C17132050;SC2;1
C16801820;SC2;1
C16826008;SC3;1
C16733706;SC3;1
C17138968;SC2;1
C16760502;SC2;1
C16837576;SC1;1
C17026358;SC2;1
C17093640;SC2;1
C16728034;SC2;1
C17050492;SC2;1
C16822598;SC2;1
C17039392;SC2;1
C17084058;SC2;1
C16817458;SC2;1
C17086836;SC6;1
C16732314;SC2;1
C17036650;SC2;1
C17129402;SC1;1
C17021376;SC2;1
C16847610;SC2;1
C17117310;SC1;1
C17022728;SC2;1
C16848172;SC2;1
C16829750;SC2;1
C17001748;SC2;1
C16810344;SC1;1
C16804024;SC2;1
C17093654;SC3;1
C17109230;SC2;1
C17035250;SC2;1
C17000340;SC2;1
C17045824;SC2;1
C16801962;SC2;1
C17117700;SC2;1
C17089034;SC2;1
C17026474;SC2;1
C17132142;SC2;1
C17002700;SC2;1
C16734806;SC2;1
C17129676;SC2;1
C17039120;SC2;1
C17135032;SC2;1
C17021382;SC1;1
C17130218;SC2;1
C16760694;SC2;1
C17044362;SC1;1
C16807056;SC2;1
C16838516;SC2;1
C16820510;SC2;1
C16814080;SC2;1
C17116612;SC2;1
C17134956;SC3;1
C17131980;SC2;1
C16803668;SC2;1
C17139238;SC2;1
C17121288;SC2;1
C16837218;SC2;1
C17136844;SC6;1
C17033882;SC1;1
C17106514;SC1;1
C17009356;SC2;1
C16738628;SC2;1
C16802750;SC1;1
C17114772;SC2;1
C16831548;SC1;1
C17133216;SC1;1
C16800982;SC2;1
C17041802;SC2;1
C17030622;SC2;1
C16728744;SC2;1
C17003438;SC2;1
C16821760;SC2;1
C17025284;SC2;1
C17128090;SC2;1
C16726100;SC2;1
C16829846;SC2;1
C16802578;SC2;1
C17122412;SC1;1
C16812296;SC1;1
C17134506;SC2;1
C17089102;SC2;1
C17005368;SC2;1
C17110770;SC2;1
C17046264;SC2;1
C17034920;SC2;1
C16736276;SC2;1
C17129650;SC1;1
C16800844;SC2;1
C16702708;SC2;1
C16843236;SC2;1
C17068606;SC2;1
C17120818;SC1;1
C16805254;SC1;1
C17137996;SC2;1
C17113438;SC1;1
C17098064;SC1;1
C16809104;SC2;1
C17029816;SC2;1
C16815980;SC2;1
C17115262;SC1;1
C16834456;SC2;1
C16839830;SC1;1
C16804620;SC2;1
C17030498;SC2;1
C17107022;SC2;1
C17025854;SC2;1
C16741228;SC2;1
C17030132;SC2;1
C17004226;SC2;1
C16846796;SC2;1
C16808706;SC2;1
C17028180;SC2;1
C17029268;SC2;1
C17019972;SC1;1
C16811010;SC4;1
C17002778;SC2;1
C16805016;SC2;1
C17115308;SC2;1
C16727928;SC2;1
C17065800;SC3;1
C17131162;SC1;1
C16824430;SC2;1
C16741398;SC2;1
C17110216;SC2;1
C16812596;SC2;1
C16804622;SC2;1
C17025972;SC2;1
C17136370;SC2;1
C16800242;SC2;1
C16734508;SC2;1
C17132912;SC3;1
C17042068;SC2;1
C16822174;SC2;1
C17122098;SC2;1
C16800498;SC2;1
C17121886;SC2;1
C16805392;SC1;1
C17132806;SC2;1
C16800232;SC2;1
C16813102;SC2;1
C16800458;SC1;1
C17129348;SC2;1
C17131080;SC2;1
C16832178;SC2;1
C16835686;SC2;1
C16802046;SC1;1
C17115668;SC1;1
C17009774;SC2;1
C16829448;SC2;1
C17014124;SC2;1
C16810558;SC6;1
C16832702;SC2;1
C16805256;SC2;1
C17115170;SC6;1
C17035288;SC2;1
C17115630;SC1;1
C17115862;SC2;1
C16834796;SC1;1
C17018902;SC2;1
C16813206;SC2;1
C17124804;SC2;1
C16800636;SC2;1
C17028020;SC2;1
C17137876;SC3;1
C17026442;SC2;1
C17038328;SC1;1
C16835090;SC2;1
C17112968;SC2;1
C17018706;SC2;1
C17036520;SC2;1
C16804674;SC2;1
C17071866;SC1;1
C17136162;SC6;1
C16840016;SC2;1
C16804302;SC2;1
C17088690;SC2;1
C16800756;SC2;1
C17130124;SC2;1
C17114752;SC1;1
C17014112;SC3;1
C16800872;SC2;1
C16836712;SC6;1
C16733900;SC2;1
C16731450;SC2;1
C16804978;SC2;1
C17029588;SC2;1
C16813030;SC2;1
C17010976;SC1;1
C17107582;SC2;1
C17138332;SC1;1
C17008642;SC2;1
C16844558;SC2;1
C17128780;SC2;1
C16803388;SC2;1
C17045706;SC2;1
C17046014;SC1;1
C16831818;SC2;1
C17088890;SC2;1
C16800372;SC2;1
C16800832;SC2;1
C16801616;SC2;1
C16809932;SC1;1
C16843740;SC2;1
C17128152;SC2;1
C17113314;SC6;1
C16801946;SC2;1
C17115584;SC1;1
C17006648;SC2;1
C16802062;SC2;1
C16816502;SC2;1
C17119820;SC1;1
C16829568;SC2;1
C17022292;SC2;1
C16848682;SC2;1
C16822542;SC2;1
C17115288;SC1;1
C17121810;SC1;1
C17027678;SC2;1
C16836244;SC3;1
C17027946;SC2;1
C17131604;SC1;1
C17115134;SC1;1
C17004318;SC2;1
C16742624;SC6;1
C16802944;SC2;1
C16816514;SC2;1
C17131012;SC1;1
C16830098;SC2;1
C17046154;SC1;1
C17016688;SC2;1
C17027188;SC2;1
C16805352;SC2;1
C17027746;SC2;1
C16801480;SC2;1
C17032976;SC1;1
C17043812;SC2;1
C16805868;SC2;1
C16806222;SC3;1
C16816406;SC2;1
C16829532;SC2;1
C17029818;SC2;1
C17139270;SC6;1
C17115682;SC2;1
C17115150;SC1;1
C17107252;SC2;1
C16747344;SC2;1
C16733550;SC2;1
C17028784;SC2;1
C17085984;SC2;1
C17069268;SC2;1
C17027340;SC2;1
C17088850;SC2;1
C17119106;SC2;1
C17100534;SC2;1
C17005310;SC1;1
C17116408;SC2;1
C16829798;SC2;1
C17136618;SC2;1
C16803956;SC2;1
C17111178;SC1;1
C17036908;SC2;1
C16835308;SC2;1
C17117316;SC1;1
C17108220;SC2;1
C16831828;SC2;1
C17027954;SC2;1
C16824890;SC2;1
C17012606;SC2;1
C17026306;SC2;1
C16848800;SC2;1
C17029152;SC2;1
C17120542;SC1;1
C16846392;SC1;1
C17013232;SC2;1
C17107276;SC2;1
C16808674;SC2;1
C17044760;SC2;1
C17012022;SC2;1
C16829982;SC3;1
C17039792;SC2;1
C17137398;SC2;1
C16813360;SC2;1
C17037564;SC2;1
C17135632;SC2;1
C16815550;SC2;1
C16716442;SC1;1
C16838788;SC2;1
C17129266;SC2;1
C16810190;SC2;1
C16813586;SC2;1
C16806982;SC2;1
C17037656;SC2;1
C17132748;SC2;1
C16717270;SC2;1
C17026448;SC2;1
C16743360;SC2;1
C17123488;SC6;1
C17109074;SC2;1
C16821746;SC2;1
C17139260;0;1
C17136172;SC1;1
C17120414;SC1;1
C17008800;SC1;1
C17131630;SC3;1
C17025680;SC2;1
C17082980;SC1;1
C17132842;SC3;1
C16823450;SC3;1
C17120532;SC1;1
C17016514;SC2;1
C17136492;SC2;1
C17124296;SC4;1
C16805896;SC2;1
C16836756;SC6;1
C17129746;SC4;1
C16804392;SC2;1
C16808598;SC2;1
C17084562;SC2;1
C17010922;SC2;1
C16805012;SC2;1
C17132504;SC2;1
C16806034;SC2;1
C16835626;SC2;1
C17006534;SC2;1
C16802220;SC2;1
C17004856;SC2;1
C17120112;SC1;1
C17129506;SC2;1
C16807452;SC3;1
C17130670;SC2;1
C16806910;SC2;1
C16829792;SC2;1
C17115268;SC1;1
C16845784;SC3;1
C17050830;SC6;1
C17076112;SC2;1
C16804864;SC3;1
C17133278;SC2;1
C17025850;SC3;1
C16814958;SC1;1
C16739348;SC2;1
C16843974;SC2;1
C17050754;SC3;1
C16801788;SC3;1
C17111584;SC6;1
C17136942;SC6;1
C16802358;SC2;1
C17046688;SC2;1
C17139696;SC6;1
C16814308;SC2;1
C17137366;SC6;1
C17022558;SC6;1
C16706726;SC2;1
C17025902;SC2;1
C17101070;SC6;1
C17012860;SC2;1
C16803524;SC2;1
C17029804;SC2;1
C16833366;SC2;1
C16814996;SC2;1
C17125226;SC1;1
C16826312;SC2;1
C17114692;SC2;1
C16803772;SC2;1
C16815126;SC2;1
C16810940;SC2;1
C17016720;SC2;1
C16800508;SC2;1
C17120478;SC1;1
C17137568;SC3;1
C17008216;SC2;1
C17130506;SC2;1
C17138506;SC2;1
C17025930;SC2;1
C17068734;SC2;1
C16821278;SC2;1
C17135550;SC2;1
C16800746;SC2;1
C16816938;SC2;1
C16817322;SC1;1
C16722176;SC2;1
C16829550;SC2;1
C17081058;SC2;1
C16843860;SC3;1
C16724688;SC2;1
C16716028;SC2;1
C16813928;SC2;1
C17103624;SC2;1
C17130178;SC3;1
C16825106;SC2;1
C16739458;SC3;1
C17137526;SC6;1
C17136624;SC6;1
C16802282;SC3;1
C16849364;SC2;1
C17128250;SC3;1
C17131160;SC2;1
C16844678;SC2;1
C17113430;SC2;1
C17023386;SC2;1
C17119676;SC2;1
C17071164;SC2;1
C16813112;SC2;1
C17109160;SC2;1
C17007300;SC6;1
C17088102;SC6;1
C17133148;SC3;1
C17119138;SC3;1
C16816774;SC2;1
C16822608;SC2;1
C17136572;SC6;1
C16823482;SC2;1
C17013880;SC6;1
C17021914;SC2;1
C17121518;SC1;1
C16843834;SC2;1
C16741774;SC6;1
C16833546;SC2;1
C17064850;SC3;1
C16809130;SC2;1
C16845930;SC2;1
C17047664;SC2;1
C17131298;SC2;1
C16832304;SC1;1
C17028374;SC2;1
C17068794;SC2;1
C17013026;SC6;1
C16821288;SC2;1
C16800764;SC2;1
C17123478;SC2;1
C16838050;SC2;1
C17137068;SC6;1
C17001176;SC6;1
C17136878;SC6;1
C17103466;SC2;1
C16829838;SC2;1
C16812354;SC2;1
C17124216;SC6;1
C17139378;0;1
C17022790;SC1;1
C17002746;SC6;1
C17109498;SC4;1
C16816752;SC2;1
C17032896;SC2;1
C16819200;SC2;1
C17128668;SC2;1
C16740542;SC2;1
C17120276;SC1;1
C17131728;SC1;1
C17129906;SC3;1
C17123318;SC2;1
C17128068;SC2;1
C16819566;SC2;1
C17029666;SC2;1
C17007264;SC2;1
C16839956;SC2;1
C16803422;SC2;1
C16800984;SC2;1
C17027712;SC2;1
C17084150;SC2;1
C17132942;SC2;1
C17024216;SC2;1
C17131126;SC3;1
C17130580;SC1;1
C16825888;SC6;1
C17030700;SC2;1
C17092062;SC2;1
C16727760;SC2;1
C17023234;SC2;1
C17077618;SC2;1
C16840418;SC2;1
C17129908;SC2;1
C17134450;SC2;1
C17042202;SC2;1
C17122920;SC2;1
C16800396;SC2;1
C17117146;SC1;1
C16735312;SC2;1
C16821924;SC2;7
C17128906;SC2;1
C17009458;SC1;1
C16813444;SC2;1
C16734390;SC2;1
C17045298;SC2;1
C16801144;SC2;1
C17021646;SC3;1
C17128910;SC2;1
C16841848;SC2;1
C16809322;SC2;1
C17135790;SC6;1
C17011782;SC2;1
C16835214;SC6;1
C17133822;SC6;1
C17003282;SC6;1
C17135212;SC3;1
C17138052;SC3;1
C16817666;SC3;1
C16806580;SC2;1
C16826240;SC2;1
C17112914;SC2;1
C17138998;0;1
C16808826;SC6;1
C17115490;SC1;1
C17135272;SC2;1
C17019988;SC2;1
C16804404;SC2;1
C16711828;SC2;1
C17009670;SC2;1
C16842534;SC1;1
C17045658;SC2;1
C17137592;SC6;1
C16832762;SC1;1
C17130502;SC2;1
C16801174;SC6;1
C17118798;SC2;1
C17021514;SC2;1
C16822276;SC2;1
C16815390;SC6;1
C17122790;SC2;1
C16813954;SC2;1
C16813252;SC2;1
C17027806;SC2;1
C17089284;SC2;1
C16838896;SC2;1
C17118200;SC1;1
C17106588;SC2;1
C16807692;SC1;1
C17057690;SC2;1
C17137976;SC2;1
C17131900;SC2;1
C16808114;SC2;1
C16823086;SC2;1
C17013150;SC2;1
C16803440;SC2;1
C16834906;SC2;1
C17129680;SC2;1
C17085974;SC2;1
C17116142;SC2;1
C17121030;SC2;1
C16812172;SC2;1
C16816562;SC2;1
C17074650;SC2;1
C16810722;SC2;1
C17009386;SC2;1
C17000048;SC6;1
C17028940;SC2;1
C17133300;SC6;1
C17027322;SC3;1
C16815384;SC6;1
C17111656;SC6;1
C16836834;SC2;1
C17136472;SC2;1
C16841786;SC2;1
C17106972;SC2;0
C17115312;SC2;1
C16839762;SC2;1
C17116790;SC6;1
C17139332;0;1
C17105050;SC2;1
C17036528;SC1;1
C17125112;SC2;1
C16802838;SC2;1
C17025770;SC2;1
C17041734;SC2;1
C16809084;SC2;1
C17037410;SC1;1
C17035658;SC2;1
C17118420;SC2;1
C17116056;SC1;1
C17134552;SC6;1
C17015312;SC2;1
C17034416;SC2;1
C17136358;SC6;1
C17136716;SC6;1
C17132886;SC2;1
C17123108;SC2;1
C17024008;SC2;1
C17069578;SC2;1
C17084988;SC1;1
C16812668;SC2;1
C16741874;SC2;1
C16823830;SC2;1
C16822640;SC2;1
C17135856;SC6;1
C16829876;SC2;1
C17125392;SC2;1
C17110040;SC6;1
C16803274;SC6;1
C17127928;SC2;1
C17132468;SC2;1
C17108348;SC1;1
C17139664;0;1
C17024942;SC2;1
C16834194;SC2;1
C17107262;SC2;1
C16829594;SC2;1
C17135196;SC2;1
C17071158;SC3;1
C17091958;SC1;1
C16801312;SC1;1
C17126912;SC1;1
C17136816;SC1;1
C17062152;SC2;1
C17129590;SC6;1
C17071030;SC2;1
C17044972;SC2;1
C17114110;SC2;1
C17127556;SC2;1
C17059604;SC2;1
C17129422;SC2;1
C17084908;SC2;1
C17137336;SC6;1
C17054520;SC2;1
C16812782;SC3;1
C16800776;SC2;1
C17133492;SC6;1
C17138902;0;1
C17137656;SC2;1
C16734342;SC1;1
C17113678;SC2;1
C17131940;SC2;1
C16801876;SC2;1
C17131404;SC2;1
C16844432;SC1;1
C17082350;SC3;1
C16812730;SC1;1
C16823680;SC2;1
C17126250;SC2;1
C16813274;SC2;1
C17115222;SC2;1
C17131168;SC1;1
C16819230;SC2;1
C17027716;SC2;1
C17100760;SC2;1
C17056946;SC2;1
C17120814;SC3;1
C17122800;SC2;1
C17133466;SC2;1
C17115672;SC2;1
